ZI,NAME,LBF,UE19B,PU19B,UE07MAR,PU07MAR,UE14MAR,PU14MAR,UE21MAR,PU21MAR,UE28MAR,PU28MAR,UE04APR,PU04APR,UE11APR,PU11APR,UE18APR,PU18APR,UE25APR,PU25APR,UE02MAY,PU02MAY,UE09MAY,PU09MAY,UE16MAY,PU16MAY
"00051","Eldorado Ntl Forest",1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00052","Eldorado Ntl Forest",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00053","Southwest Palm Beach Co",17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.88,1,5.88,2,11.76,2,11.76,2,11.76,3,17.65
"00054","Six Rivers Ntl Forest",4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00055","Trinity Ntl Forest",9,1,11.11,1,11.11,1,11.11,1,11.11,1,11.11,1,11.11,2,22.22,2,22.22,2,22.22,2,22.22,2,22.22,2,22.22
"00056","Snake Riv Birds of Prey",4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00057","Channel Islands National Pk",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00058","Yosemite Ntl Park",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00059","Voyageurs Natl Park",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00060","Superior National Forest",1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00061","Channel Is Air Guard Station",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00063","Benton Lake NWR",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00064","Sandoval County",2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00065","Plumas National Park",1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00066","White Sands Missile Rnge",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00067","N Central Comanche Cnty",29,0,0.00,0,0.00,0,0.00,0,0.00,1,3.45,2,6.90,2,6.90,3,10.34,4,13.79,5,17.24,6,20.69,6,20.69
"00068","Siuslaw Ntl Forest",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00069","Willamette National for",6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,16.67,1,16.67,1,16.67
"00070","Mt Hood National Forest",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00071","Uinta Ntl Forest",10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,10.00
"00072","National Forest/Park",6,2,33.33,2,33.33,2,33.33,2,33.33,2,33.33,2,33.33,2,33.33,2,33.33,2,33.33,2,33.33,2,33.33,2,33.33
"00073","Usdoe Hanford Site",1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00074","Yakima Indian Res",3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00076","Okanogan Natl Park",6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,16.67,1,16.67,1,16.67
"00077","Willamette Natl Forest",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00084","Hoffman Forest",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00087","NW Indian River County",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00097","Everglades-Monroe County",5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,20.00,1,20.00,1,20.00,1,20.00
"00098","Everglades-S Monroe Cnty",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00100","Wasatch National Forest",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00116","Marsh Island",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00119","Timbalier Islands",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00121","Mississippi Delta",3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00125","Northwest Aroostook",1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00126","North Franklin County",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00127","East Hancock County",11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,9.09,1,9.09,1,9.09,1,9.09,1,9.09,1,9.09,1,9.09
"00128","North Oxford County",3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00130","North Penobscot County",100,10,10.00,11,11.00,11,11.00,13,13.00,15,15.00,18,18.00,19,19.00,20,20.00,21,21.00,23,23.00,24,24.00,24,24.00
"00132","North Somerset County",8,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,12.50,1,12.50,1,12.50,1,12.50,1,12.50,1,12.50,1,12.50
"00133","West Central Somerset Co",10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,10.00,1,10.00,1,10.00,1,10.00,1,10.00,2,20.00,2,20.00
"00134","Northern Washington Co",32,0,0.00,0,0.00,0,0.00,1,3.12,2,6.25,3,9.38,4,12.50,4,12.50,4,12.50,5,15.62,5,15.62,5,15.62
"00135","Northern Piscataquis CNT",28,2,7.14,2,7.14,2,7.14,2,7.14,3,10.71,4,14.29,4,14.29,4,14.29,5,17.86,5,17.86,5,17.86,5,17.86
"00137","Central Aroostook Cnty",6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,16.67,1,16.67,1,16.67
"00138","South Aroostook Cnty",1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00139","TWPS D-E-6-Franklin Cnty",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00141","T3 R1 NBPP-Penobscot Co",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00148","NE Aroostook County",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00151","S Central Washington Co",34,1,2.94,1,2.94,1,2.94,2,5.88,3,8.82,4,11.76,5,14.71,5,14.71,6,17.65,6,17.65,7,20.59,7,20.59
"00152","Assateague Island Ntl SE",1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00158","Monomoy Island",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00160","Superior National Forest",4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,25.00,1,25.00,1,25.00,1,25.00,1,25.00
"00161","Superior National Forest",8,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,12.50,1,12.50,1,12.50,1,12.50,1,12.50
"00164","Northwest Beltrami Cnty",9,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,11.11,1,11.11,1,11.11,1,11.11,1,11.11,1,11.11,2,22.22
"00165","Beltrami Isl State for",3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00166","Red Lake Indian Res",6,0,0.00,0,0.00,0,0.00,0,0.00,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67
"00168","Beans Purchase",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00172","Hadleys Purchase",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00173","Cutts Grant",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00174","Beans Grant",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00176","Sargents Purchase",1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00177","Pinkham Grant",5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,20.00
"00179","Chandlers Purchase",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00180","Thompson/Meserves Purch",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00181","Low and Burbanks Grant",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00182","Crawfords Purchase",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00183","Greens Grant",1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00184","Martins Location",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00185","Kilkenny",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00188","Padre Island Ntl Seashor",3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00195","Long Island",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"00197","B M Goldwater A F Range",51,11,21.57,11,21.57,11,21.57,11,21.57,13,25.49,14,27.45,16,31.37,16,31.37,17,33.33,18,35.29,18,35.29,19,37.25
"00198","E Mncplty of Anchorage",45,1,2.22,2,4.44,2,4.44,3,6.67,4,8.89,6,13.33,7,15.56,8,17.78,9,20.00,10,22.22,11,24.44,12,26.67
"00199","Tonto National Forest",2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"01001","Agawam",9077,200,2.20,210,2.31,227,2.50,556,6.13,958,10.55,1268,13.97,1498,16.50,1677,18.48,1836,20.23,1960,21.59,2059,22.68,2144,23.62
"01002","Amherst",16827,450,2.67,473,2.81,509,3.02,1232,7.32,2117,12.58,2797,16.62,3303,19.63,3698,21.98,4045,24.04,4318,25.66,4536,26.96,4723,28.07
"01003","Amherst",4454,297,6.67,304,6.83,316,7.09,541,12.15,816,18.32,1028,23.08,1185,26.61,1308,29.37,1416,31.79,1501,33.70,1569,35.23,1627,36.53
"01005","Barre",3171,70,2.21,73,2.30,79,2.49,196,6.18,338,10.66,447,14.10,529,16.68,592,18.67,648,20.44,692,21.82,727,22.93,757,23.87
"01007","Belchertown",9186,145,1.58,155,1.69,172,1.87,503,5.48,908,9.88,1219,13.27,1451,15.80,1632,17.77,1791,19.50,1916,20.86,2016,21.95,2101,22.87
"01008","Blandford",848,29,3.42,30,3.54,31,3.66,61,7.19,96,11.32,124,14.62,144,16.98,160,18.87,174,20.52,185,21.82,194,22.88,201,23.70
"01010","Brimfield",2248,70,3.11,73,3.25,76,3.38,147,6.54,234,10.41,301,13.39,351,15.61,390,17.35,424,18.86,451,20.06,473,21.04,491,21.84
"01011","Chester",844,16,1.90,17,2.01,18,2.13,47,5.57,82,9.72,109,12.91,130,15.40,145,17.18,159,18.84,170,20.14,179,21.21,186,22.04
"01012","Chesterfield",351,11,3.13,12,3.42,12,3.42,23,6.55,37,10.54,48,13.68,56,15.95,62,17.66,68,19.37,72,20.51,75,21.37,78,22.22
"01013","Chicopee",11858,446,3.76,462,3.90,487,4.11,982,8.28,1588,13.39,2054,17.32,2400,20.24,2670,22.52,2908,24.52,3095,26.10,3245,27.37,3373,28.44
"01020","Chicopee",15832,495,3.13,514,3.25,543,3.43,1122,7.09,1830,11.56,2375,15.00,2780,17.56,3096,19.56,3374,21.31,3592,22.69,3768,23.80,3917,24.74
"01022","Chicopee",991,54,5.45,55,5.55,56,5.65,87,8.78,124,12.51,153,15.44,174,17.56,191,19.27,206,20.79,217,21.90,227,22.91,234,23.61
"01026","Cummington",606,10,1.65,11,1.82,12,1.98,33,5.45,59,9.74,79,13.04,94,15.51,106,17.49,116,19.14,124,20.46,131,21.62,136,22.44
"01027","Easthampton",10582,228,2.15,240,2.27,260,2.46,645,6.10,1115,10.54,1477,13.96,1746,16.50,1956,18.48,2141,20.23,2286,21.60,2403,22.71,2502,23.64
"01028","East Longmeadow",8337,173,2.08,182,2.18,198,2.37,505,6.06,880,10.56,1168,14.01,1383,16.59,1551,18.60,1698,20.37,1814,21.76,1906,22.86,1986,23.82
"01030","Feeding Hills",6434,74,1.15,82,1.27,93,1.45,323,5.02,604,9.39,820,12.74,981,15.25,1106,17.19,1216,18.90,1303,20.25,1372,21.32,1432,22.26
"01031","Gilbertville",692,28,4.05,29,4.19,30,4.34,52,7.51,79,11.42,99,14.31,115,16.62,127,18.35,137,19.80,146,21.10,152,21.97,158,22.83
"01032","Goshen",217,1,0.46,2,0.92,2,0.92,8,3.69,15,6.91,21,9.68,25,11.52,28,12.90,31,14.29,33,15.21,35,16.13,37,17.05
"01033","Granby",3746,63,1.68,67,1.79,73,1.95,189,5.05,330,8.81,439,11.72,520,13.88,584,15.59,639,17.06,683,18.23,718,19.17,748,19.97
"01034","Granville",1182,25,2.12,26,2.20,27,2.28,63,5.33,107,9.05,141,11.93,166,14.04,185,15.65,202,17.09,216,18.27,227,19.20,236,19.97
"01035","Hadley",2716,11,0.41,14,0.52,18,0.66,106,3.90,214,7.88,297,10.94,358,13.18,406,14.95,448,16.49,482,17.75,508,18.70,531,19.55
"01036","Hampden",2756,71,2.58,74,2.69,79,2.87,175,6.35,292,10.60,382,13.86,449,16.29,501,18.18,547,19.85,583,21.15,612,22.21,636,23.08
"01037","Hardwick",376,13,3.46,13,3.46,14,3.72,24,6.38,38,10.11,48,12.77,55,14.63,61,16.22,67,17.82,71,18.88,74,19.68,77,20.48
"01038","Hatfield",1361,8,0.59,9,0.66,12,0.88,58,4.26,116,8.52,160,11.76,192,14.11,218,16.02,240,17.63,258,18.96,272,19.99,284,20.87
"01039","Haydenville",1086,28,2.58,29,2.67,31,2.85,69,6.35,115,10.59,151,13.90,178,16.39,199,18.32,217,19.98,231,21.27,243,22.38,253,23.30
"01040","Holyoke",18098,814,4.50,837,4.62,874,4.83,1610,8.90,2509,13.86,3201,17.69,3715,20.53,4117,22.75,4470,24.70,4747,26.23,4970,27.46,5159,28.51
"01050","Huntington",1484,9,0.61,11,0.74,13,0.88,68,4.58,135,9.10,186,12.53,224,15.09,254,17.12,280,18.87,301,20.28,317,21.36,331,22.30
"01053","Leeds",744,28,3.76,29,3.90,30,4.03,55,7.39,84,11.29,107,14.38,124,16.67,137,18.41,149,20.03,158,21.24,165,22.18,171,22.98
"01054","Leverett",1037,15,1.45,17,1.64,18,1.74,55,5.30,99,9.55,134,12.92,159,15.33,179,17.26,196,18.90,210,20.25,221,21.31,231,22.28
"01056","Ludlow",11306,261,2.31,273,2.41,293,2.59,686,6.07,1168,10.33,1538,13.60,1813,16.04,2028,17.94,2217,19.61,2365,20.92,2485,21.98,2586,22.87
"01057","Monson",4943,135,2.73,140,2.83,148,2.99,309,6.25,506,10.24,658,13.31,771,15.60,859,17.38,936,18.94,997,20.17,1046,21.16,1088,22.01
"01060","Northampton",8671,156,1.80,167,1.93,185,2.13,547,6.31,988,11.39,1328,15.32,1581,18.23,1778,20.51,1951,22.50,2087,24.07,2197,25.34,2290,26.41
"01062","Florence",5864,119,2.03,125,2.13,135,2.30,332,5.66,573,9.77,759,12.94,896,15.28,1004,17.12,1099,18.74,1173,20.00,1233,21.03,1283,21.88
"01063","Northampton",1082,32,2.96,34,3.14,36,3.33,86,7.95,148,13.68,195,18.02,230,21.26,257,23.75,281,25.97,300,27.73,315,29.11,328,30.31
"01068","Oakham",1145,25,2.18,26,2.27,28,2.45,63,5.50,106,9.26,140,12.23,164,14.32,183,15.98,200,17.47,214,18.69,224,19.56,234,20.44
"01069","Palmer",5529,150,2.71,156,2.82,165,2.98,346,6.26,567,10.26,737,13.33,863,15.61,962,17.40,1049,18.97,1117,20.20,1171,21.18,1218,22.03
"01070","Plainfield",361,6,1.66,6,1.66,7,1.94,19,5.26,35,9.70,46,12.74,55,15.24,62,17.17,68,18.84,73,20.22,76,21.05,80,22.16
"01071","Russell",885,14,1.58,15,1.69,17,1.92,47,5.31,85,9.60,113,12.77,135,15.25,151,17.06,166,18.76,177,20.00,187,21.13,194,21.92
"01072","Shutesbury",798,16,2.01,17,2.13,19,2.38,49,6.14,86,10.78,115,14.41,136,17.04,153,19.17,167,20.93,179,22.43,188,23.56,196,24.56
"01073","Southampton",3549,78,2.20,81,2.28,87,2.45,202,5.69,343,9.66,452,12.74,532,14.99,595,16.77,651,18.34,694,19.55,729,20.54,759,21.39
"01075","South Hadley",9904,216,2.18,227,2.29,245,2.47,610,6.16,1056,10.66,1400,14.14,1655,16.71,1854,18.72,2029,20.49,2167,21.88,2277,22.99,2371,23.94
"01077","Southwick",5147,105,2.04,111,2.16,119,2.31,284,5.52,487,9.46,642,12.47,758,14.73,849,16.50,928,18.03,990,19.23,1041,20.23,1083,21.04
"01080","Three Rivers",1051,54,5.14,55,5.23,57,5.42,89,8.47,129,12.27,160,15.22,183,17.41,201,19.12,217,20.65,229,21.79,239,22.74,248,23.60
"01081","Wales",797,16,2.01,17,2.13,18,2.26,43,5.40,73,9.16,96,12.05,114,14.30,127,15.93,139,17.44,148,18.57,156,19.57,162,20.33
"01082","Ware",5639,149,2.64,156,2.77,167,2.96,384,6.81,649,11.51,853,15.13,1004,17.80,1122,19.90,1227,21.76,1308,23.20,1374,24.37,1430,25.36
"01083","Warren",737,21,2.85,22,2.99,23,3.12,55,7.46,94,12.75,123,16.69,145,19.67,163,22.12,178,24.15,190,25.78,199,27.00,208,28.22
"01084","West Chesterfield",98,3,3.06,3,3.06,3,3.06,6,6.12,10,10.20,13,13.27,15,15.31,17,17.35,18,18.37,20,20.41,21,21.43,21,21.43
"01085","Westfield",23186,623,2.69,651,2.81,695,3.00,1577,6.80,2655,11.45,3485,15.03,4102,17.69,4584,19.77,5008,21.60,5340,23.03,5607,24.18,5835,25.17
"01088","West Hatfield",429,4,0.93,4,0.93,5,1.17,20,4.66,37,8.62,51,11.89,61,14.22,69,16.08,76,17.72,82,19.11,86,20.05,90,20.98
"01089","West Springfield",15794,515,3.26,533,3.37,563,3.56,1145,7.25,1858,11.76,2406,15.23,2814,17.82,3132,19.83,3412,21.60,3631,22.99,3808,24.11,3958,25.06
"01092","West Warren",1317,37,2.81,38,2.89,40,3.04,86,6.53,143,10.86,186,14.12,218,16.55,243,18.45,265,20.12,283,21.49,297,22.55,308,23.39
"01095","Wilbraham",7990,130,1.63,138,1.73,152,1.90,423,5.29,754,9.44,1009,12.63,1198,14.99,1346,16.85,1476,18.47,1578,19.75,1660,20.78,1730,21.65
"01096","Williamsburg",1656,27,1.63,28,1.69,31,1.87,83,5.01,147,8.88,196,11.84,232,14.01,261,15.76,286,17.27,305,18.42,321,19.38,335,20.23
"01098","Worthington",707,4,0.57,5,0.71,6,0.85,28,3.96,56,7.92,77,10.89,93,13.15,105,14.85,116,16.41,124,17.54,131,18.53,137,19.38
"01103","Springfield",1218,69,5.67,71,5.83,74,6.08,130,10.67,198,16.26,250,20.53,289,23.73,319,26.19,346,28.41,367,30.13,384,31.53,398,32.68
"01104","Springfield",10378,543,5.23,556,5.36,576,5.55,977,9.41,1467,14.14,1844,17.77,2124,20.47,2343,22.58,2536,24.44,2686,25.88,2808,27.06,2911,28.05
"01105","Springfield",4523,351,7.76,358,7.92,368,8.14,567,12.54,811,17.93,999,22.09,1138,25.16,1247,27.57,1343,29.69,1418,31.35,1478,32.68,1530,33.83
"01106","Longmeadow",8074,156,1.93,164,2.03,176,2.18,414,5.13,704,8.72,928,11.49,1095,13.56,1224,15.16,1339,16.58,1428,17.69,1500,18.58,1562,19.35
"01107","Springfield",4498,431,9.58,436,9.69,444,9.87,599,13.32,788,17.52,934,20.76,1043,23.19,1127,25.06,1202,26.72,1260,28.01,1307,29.06,1347,29.95
"01108","Springfield",13059,568,4.35,584,4.47,609,4.66,1106,8.47,1713,13.12,2180,16.69,2528,19.36,2799,21.43,3038,23.26,3225,24.70,3375,25.84,3503,26.82
"01109","Springfield",12474,614,4.92,630,5.05,655,5.25,1160,9.30,1776,14.24,2251,18.05,2604,20.88,2879,23.08,3121,25.02,3311,26.54,3464,27.77,3594,28.81
"01118","Springfield",7487,181,2.42,188,2.51,201,2.68,447,5.97,747,9.98,979,13.08,1151,15.37,1285,17.16,1403,18.74,1495,19.97,1570,20.97,1633,21.81
"01119","Springfield",6771,267,3.94,275,4.06,288,4.25,542,8.00,853,12.60,1093,16.14,1271,18.77,1410,20.82,1532,22.63,1628,24.04,1705,25.18,1771,26.16
"01128","Springfield",1387,42,3.03,43,3.10,45,3.24,91,6.56,147,10.60,190,13.70,222,16.01,247,17.81,269,19.39,286,20.62,300,21.63,311,22.42
"01129","Springfield",3792,89,2.35,93,2.45,100,2.64,232,6.12,393,10.36,517,13.63,609,16.06,681,17.96,744,19.62,794,20.94,834,21.99,868,22.89
"01151","Indian Orchard",4430,208,4.70,214,4.83,223,5.03,412,9.30,644,14.54,822,18.56,954,21.53,1057,23.86,1148,25.91,1220,27.54,1277,28.83,1326,29.93
"01201","Pittsfield",23552,912,3.87,941,4.00,986,4.19,1889,8.02,2993,12.71,3842,16.31,4474,19.00,4966,21.09,5400,22.93,5740,24.37,6014,25.53,6247,26.52
"01220","Adams",4396,138,3.14,143,3.25,151,3.43,312,7.10,508,11.56,659,14.99,772,17.56,859,19.54,937,21.31,997,22.68,1046,23.79,1087,24.73
"01222","Ashley Falls",456,4,0.88,5,1.10,5,1.10,21,4.61,40,8.77,55,12.06,66,14.47,74,16.23,82,17.98,88,19.30,93,20.39,97,21.27
"01223","Becket",1305,41,3.14,43,3.30,46,3.52,98,7.51,163,12.49,213,16.32,249,19.08,278,21.30,304,23.30,323,24.75,339,25.98,353,27.05
"01224","Berkshire",101,1,0.99,1,0.99,2,1.98,5,4.95,9,8.91,12,11.88,14,13.86,16,15.84,17,16.83,18,17.82,19,18.81,20,19.80
"01225","Cheshire",1719,83,4.83,85,4.94,88,5.12,154,8.96,234,13.61,296,17.22,342,19.90,378,21.99,410,23.85,434,25.25,454,26.41,471,27.40
"01226","Dalton",3477,107,3.08,111,3.19,118,3.39,245,7.05,401,11.53,521,14.98,610,17.54,679,19.53,740,21.28,788,22.66,827,23.78,860,24.73
"01230","Great Barrington",4688,94,2.01,100,2.13,109,2.33,298,6.36,528,11.26,705,15.04,837,17.85,939,20.03,1030,21.97,1101,23.49,1158,24.70,1206,25.73
"01235","Hinsdale",1692,39,2.30,41,2.42,44,2.60,101,5.97,171,10.11,224,13.24,264,15.60,295,17.43,323,19.09,344,20.33,362,21.39,376,22.22
"01236","Housatonic",801,23,2.87,24,3.00,26,3.25,60,7.49,103,12.86,135,16.85,159,19.85,178,22.22,195,24.34,208,25.97,218,27.22,227,28.34
"01237","Lanesboro",1307,58,4.44,59,4.51,62,4.74,105,8.03,158,12.09,198,15.15,228,17.44,252,19.28,273,20.89,289,22.11,302,23.11,313,23.95
"01238","Lee",3220,66,2.05,70,2.17,76,2.36,189,5.87,327,10.16,434,13.48,513,15.93,575,17.86,630,19.57,672,20.87,707,21.96,736,22.86
"01240","Lenox",2148,43,2.00,46,2.14,49,2.28,125,5.82,217,10.10,288,13.41,340,15.83,381,17.74,418,19.46,446,20.76,469,21.83,488,22.72
"01242","Lenox Dale",230,3,1.30,3,1.30,3,1.30,12,5.22,22,9.57,29,12.61,35,15.22,40,17.39,44,19.13,47,20.43,49,21.30,51,22.17
"01243","Middlefield",43,0,0.00,0,0.00,0,0.00,1,2.33,3,6.98,4,9.30,5,11.63,6,13.95,7,16.28,7,16.28,7,16.28,8,18.60
"01245","Monterey",434,8,1.84,8,1.84,9,2.07,23,5.30,41,9.45,54,12.44,64,14.75,72,16.59,79,18.20,84,19.35,89,20.51,92,21.20
"01247","North Adams",7429,337,4.54,347,4.67,362,4.87,660,8.88,1025,13.80,1305,17.57,1514,20.38,1676,22.56,1820,24.50,1932,26.01,2022,27.22,2099,28.25
"01253","Otis",649,21,3.24,22,3.39,23,3.54,42,6.47,66,10.17,85,13.10,98,15.10,109,16.80,118,18.18,126,19.41,132,20.34,137,21.11
