ZI,NAME,LBF,UE19B,PU19B,UE07MAR,PU07MAR,UE14MAR,PU14MAR,UE21MAR,PU21MAR,UE28MAR,PU28MAR,UE04APR,PU04APR,UE11APR,PU11APR,UE18APR,PU18APR,UE25APR,PU25APR,UE02MAY,PU02MAY,UE09MAY,PU09MAY,UE16MAY,PU16MAY
"60640","Chicago",41437,951,2.30,1007,2.43,1078,2.60,1818,4.39,2975,7.18,4278,10.32,5194,12.53,5861,14.14,6390,15.42,6873,16.59,7344,17.72,7816,18.86
"60641","Chicago",38481,871,2.26,925,2.40,991,2.58,1690,4.39,2782,7.23,4013,10.43,4877,12.67,5508,14.31,6007,15.61,6463,16.80,6908,17.95,7354,19.11
"60642","Chicago",14284,267,1.87,285,2.00,307,2.15,543,3.80,912,6.38,1328,9.30,1619,11.33,1832,12.83,2001,14.01,2155,15.09,2305,16.14,2455,17.19
"60643","Chicago",23458,1098,4.68,1124,4.79,1157,4.93,1497,6.38,2029,8.65,2628,11.20,3048,12.99,3355,14.30,3598,15.34,3820,16.28,4037,17.21,4254,18.13
"60644","Chicago",20212,1207,5.97,1233,6.10,1265,6.26,1607,7.95,2141,10.59,2743,13.57,3165,15.66,3473,17.18,3718,18.40,3940,19.49,4158,20.57,4376,21.65
"60645","Chicago",21477,740,3.45,769,3.58,805,3.75,1185,5.52,1779,8.28,2449,11.40,2919,13.59,3262,15.19,3533,16.45,3781,17.60,4023,18.73,4266,19.86
"60646","Chicago",13250,263,1.98,277,2.09,294,2.22,474,3.58,757,5.71,1075,8.11,1299,9.80,1461,11.03,1591,12.01,1708,12.89,1824,13.77,1939,14.63
"60647","Chicago",52650,884,1.68,957,1.82,1048,1.99,2004,3.81,3498,6.64,5182,9.84,6365,12.09,7227,13.73,7910,15.02,8534,16.21,9143,17.37,9753,18.52
"60649","Chicago",22691,1470,6.48,1497,6.60,1530,6.74,1878,8.28,2424,10.68,3038,13.39,3469,15.29,3784,16.68,4033,17.77,4260,18.77,4482,19.75,4705,20.74
"60651","Chicago",30212,1508,4.99,1551,5.13,1604,5.31,2163,7.16,3036,10.05,4021,13.31,4712,15.60,5216,17.26,5615,18.59,5980,19.79,6336,20.97,6692,22.15
"60652","Chicago",20684,955,4.62,979,4.73,1008,4.87,1314,6.35,1793,8.67,2333,11.28,2712,13.11,2988,14.45,3207,15.50,3407,16.47,3602,17.41,3797,18.36
"60653","Chicago",15770,1141,7.24,1160,7.36,1183,7.50,1431,9.07,1818,11.53,2254,14.29,2560,16.23,2783,17.65,2960,18.77,3122,19.80,3280,20.80,3438,21.80
"60654","Chicago",14301,139,0.97,154,1.08,173,1.21,367,2.57,670,4.68,1012,7.08,1251,8.75,1426,9.97,1565,10.94,1692,11.83,1815,12.69,1939,13.56
"60655","Chicago",14810,206,1.39,220,1.49,238,1.61,429,2.90,727,4.91,1063,7.18,1299,8.77,1471,9.93,1607,10.85,1732,11.69,1853,12.51,1975,13.34
"60656","Chicago",14883,302,2.03,317,2.13,336,2.26,538,3.61,854,5.74,1210,8.13,1459,9.80,1641,11.03,1786,12.00,1918,12.89,2046,13.75,2175,14.61
"60657","Chicago",50764,499,0.98,558,1.10,631,1.24,1399,2.76,2601,5.12,3955,7.79,4905,9.66,5598,11.03,6148,12.11,6649,13.10,7138,14.06,7629,15.03
"60659","Chicago",19697,504,2.56,530,2.69,563,2.86,905,4.59,1441,7.32,2044,10.38,2468,12.53,2777,14.10,3022,15.34,3246,16.48,3464,17.59,3682,18.69
"60660","Chicago",25346,561,2.21,597,2.36,642,2.53,1113,4.39,1849,7.30,2679,10.57,3262,12.87,3687,14.55,4023,15.87,4331,17.09,4631,18.27,4931,19.45
"60661","Chicago",8901,110,1.24,118,1.33,129,1.45,242,2.72,419,4.71,618,6.94,757,8.50,859,9.65,940,10.56,1013,11.38,1085,12.19,1157,13.00
"60666","Chicago",0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"60706","Harwood Heights",11741,254,2.16,268,2.28,284,2.42,459,3.91,733,6.24,1041,8.87,1257,10.71,1415,12.05,1540,13.12,1654,14.09,1766,15.04,1877,15.99
"60707","Elmwood Park",21988,653,2.97,679,3.09,712,3.24,1057,4.81,1596,7.26,2203,10.02,2630,11.96,2941,13.38,3188,14.50,3413,15.52,3632,16.52,3852,17.52
"60712","Lincolnwood",5721,104,1.82,110,1.92,118,2.06,202,3.53,333,5.82,481,8.41,584,10.21,660,11.54,720,12.59,775,13.55,828,14.47,882,15.42
"60714","Niles",14712,259,1.76,278,1.89,300,2.04,537,3.65,908,6.17,1326,9.01,1620,11.01,1833,12.46,2003,13.61,2158,14.67,2309,15.69,2460,16.72
"60803","Alsip",11638,448,3.85,462,3.97,481,4.13,675,5.80,979,8.41,1322,11.36,1562,13.42,1738,14.93,1877,16.13,2004,17.22,2128,18.28,2252,19.35
"60804","Cicero",40522,1184,2.92,1245,3.07,1321,3.26,2119,5.23,3366,8.31,4771,11.77,5758,14.21,6477,15.98,7048,17.39,7568,18.68,8076,19.93,8585,21.19
"60805","Evergreen Park",10393,204,1.96,215,2.07,229,2.20,381,3.67,617,5.94,883,8.50,1070,10.30,1206,11.60,1315,12.65,1413,13.60,1509,14.52,1606,15.45
"60827","Riverdale",13337,1079,8.09,1094,8.20,1113,8.35,1310,9.82,1618,12.13,1965,14.73,2209,16.56,2387,17.90,2528,18.95,2656,19.91,2782,20.86,2908,21.80
"60901","Kankakee",15980,1230,7.70,1250,7.82,1275,7.98,1539,9.63,1953,12.22,2418,15.13,2745,17.18,2983,18.67,3172,19.85,3345,20.93,3513,21.98,3682,23.04
"60910","Aroma Park",210,27,12.86,27,12.86,28,13.33,31,14.76,35,16.67,41,19.52,45,21.43,47,22.38,49,23.33,51,24.29,53,25.24,55,26.19
"60911","Ashkum",767,17,2.22,17,2.22,19,2.48,29,3.78,47,6.13,66,8.60,79,10.30,89,11.60,97,12.65,104,13.56,111,14.47,118,15.38
"60912","Beaverville",239,14,5.86,14,5.86,14,5.86,17,7.11,21,8.79,26,10.88,29,12.13,31,12.97,33,13.81,35,14.64,37,15.48,38,15.90
"60913","Bonfield",837,61,7.29,61,7.29,62,7.41,73,8.72,90,10.75,108,12.90,122,14.58,131,15.65,139,16.61,146,17.44,152,18.16,159,19.00
"60914","Bourbonnais",15135,556,3.67,575,3.80,599,3.96,852,5.63,1248,8.25,1693,11.19,2006,13.25,2235,14.77,2415,15.96,2581,17.05,2742,18.12,2903,19.18
"60915","Bradley",5703,242,4.24,250,4.38,260,4.56,364,6.38,528,9.26,712,12.48,841,14.75,936,16.41,1010,17.71,1079,18.92,1145,20.08,1212,21.25
"60917","Buckingham",258,4,1.55,4,1.55,5,1.94,8,3.10,12,4.65,18,6.98,22,8.53,25,9.69,27,10.47,29,11.24,31,12.02,33,12.79
"60918","Buckley",441,15,3.40,16,3.63,16,3.63,23,5.22,32,7.26,44,9.98,51,11.56,57,12.93,62,14.06,66,14.97,70,15.87,74,16.78
"60919","Cabery",265,9,3.40,9,3.40,9,3.40,12,4.53,17,6.42,23,8.68,27,10.19,30,11.32,32,12.08,34,12.83,36,13.58,38,14.34
"60921","Chatsworth",640,50,7.81,51,7.97,52,8.12,61,9.53,76,11.88,94,14.69,106,16.56,114,17.81,121,18.91,128,20.00,134,20.94,140,21.88
"60922","Chebanse",1024,72,7.03,73,7.13,74,7.23,89,8.69,112,10.94,137,13.38,156,15.23,169,16.50,179,17.48,189,18.46,198,19.34,207,20.21
"60924","Cissna Park",762,31,4.07,32,4.20,33,4.33,41,5.38,55,7.22,71,9.32,82,10.76,89,11.68,96,12.60,102,13.39,107,14.04,113,14.83
"60927","Clifton",1162,34,2.93,36,3.10,37,3.18,55,4.73,82,7.06,112,9.64,134,11.53,150,12.91,162,13.94,173,14.89,184,15.83,195,16.78
"60928","Crescent City",374,15,4.01,15,4.01,16,4.28,21,5.61,28,7.49,37,9.89,43,11.50,47,12.57,50,13.37,53,14.17,57,15.24,60,16.04
"60929","Cullom",335,24,7.16,24,7.16,25,7.46,30,8.96,37,11.04,46,13.73,52,15.52,56,16.72,60,17.91,63,18.81,66,19.70,69,20.60
"60930","Danforth",359,19,5.29,19,5.29,20,5.57,25,6.96,33,9.19,41,11.42,48,13.37,52,14.48,56,15.60,59,16.43,62,17.27,65,18.11
"60931","Donovan",290,11,3.79,11,3.79,12,4.14,16,5.52,23,7.93,31,10.69,37,12.76,41,14.14,44,15.17,47,16.21,50,17.24,53,18.28
"60934","Emington",136,3,2.21,3,2.21,3,2.21,5,3.68,7,5.15,11,8.09,13,9.56,14,10.29,16,11.76,17,12.50,18,13.24,19,13.97
"60935","Essex",497,24,4.83,25,5.03,26,5.23,33,6.64,44,8.85,56,11.27,65,13.08,71,14.29,77,15.49,81,16.30,86,17.30,90,18.11
"60936","Gibson City",2157,117,5.42,120,5.56,123,5.70,157,7.28,210,9.74,270,12.52,311,14.42,342,15.86,366,16.97,388,17.99,410,19.01,432,20.03
"60938","Gilman",967,40,4.14,41,4.24,43,4.45,61,6.31,88,9.10,120,12.41,142,14.68,158,16.34,170,17.58,182,18.82,193,19.96,205,21.20
"60940","Grant Park",1529,64,4.19,66,4.32,68,4.45,88,5.76,120,7.85,156,10.20,181,11.84,199,13.02,214,14.00,227,14.85,240,15.70,253,16.55
"60941","Herscher",991,22,2.22,23,2.32,24,2.42,38,3.83,60,6.05,84,8.48,101,10.19,114,11.50,124,12.51,133,13.42,141,14.23,150,15.14
"60942","Hoopeston",2699,198,7.34,201,7.45,206,7.63,252,9.34,325,12.04,407,15.08,465,17.23,507,18.78,540,20.01,570,21.12,600,22.23,630,23.34
"60946","Kempton",177,8,4.52,8,4.52,9,5.08,11,6.21,14,7.91,18,10.17,20,11.30,22,12.43,23,12.99,25,14.12,26,14.69,27,15.25
"60948","Loda",727,37,5.09,38,5.23,38,5.23,48,6.60,63,8.67,80,11.00,92,12.65,101,13.89,108,14.86,114,15.68,120,16.51,126,17.33
"60949","Ludlow",338,20,5.92,20,5.92,21,6.21,25,7.40,33,9.76,41,12.13,46,13.61,50,14.79,54,15.98,56,16.57,59,17.46,62,18.34
"60950","Manteno",6011,348,5.79,354,5.89,363,6.04,450,7.49,586,9.75,739,12.29,847,14.09,925,15.39,987,16.42,1044,17.37,1100,18.30,1155,19.21
"60951","Martinton",425,15,3.53,15,3.53,16,3.76,21,4.94,30,7.06,40,9.41,46,10.82,51,12.00,55,12.94,59,13.88,62,14.59,66,15.53
"60952","Melvin",318,6,1.89,6,1.89,6,1.89,10,3.14,16,5.03,23,7.23,28,8.81,32,10.06,34,10.69,37,11.64,39,12.26,42,13.21
"60953","Milford",1102,58,5.26,59,5.35,61,5.54,77,6.99,101,9.17,129,11.71,149,13.52,163,14.79,175,15.88,185,16.79,195,17.70,205,18.60
"60954","Momence",2701,122,4.52,126,4.66,129,4.78,170,6.29,233,8.63,305,11.29,355,13.14,392,14.51,421,15.59,447,16.55,473,17.51,499,18.47
"60955","Onarga",925,25,2.70,26,2.81,27,2.92,41,4.43,63,6.81,87,9.41,105,11.35,117,12.65,127,13.73,136,14.70,145,15.68,154,16.65
"60957","Paxton",2480,85,3.43,87,3.51,91,3.67,127,5.12,184,7.42,248,10.00,294,11.85,326,13.15,352,14.19,376,15.16,399,16.09,423,17.06
"60958","Pembroke Township",676,78,11.54,79,11.69,80,11.83,90,13.31,105,15.53,122,18.05,135,19.97,143,21.15,150,22.19,157,23.22,163,24.11,169,25.00
"60959","Piper City",530,50,9.43,50,9.43,51,9.62,58,10.94,68,12.83,80,15.09,89,16.79,95,17.92,100,18.87,104,19.62,109,20.57,113,21.32
"60960","Rankin",471,14,2.97,14,2.97,15,3.18,21,4.46,30,6.37,41,8.70,48,10.19,54,11.46,58,12.31,62,13.16,66,14.01,70,14.86
"60961","Reddick",356,11,3.09,11,3.09,12,3.37,16,4.49,24,6.74,32,8.99,38,10.67,42,11.80,46,12.92,49,13.76,52,14.61,55,15.45
"60962","Roberts",292,16,5.48,16,5.48,16,5.48,20,6.85,25,8.56,31,10.62,35,11.99,38,13.01,40,13.70,42,14.38,44,15.07,46,15.75
"60963","Rossville",895,31,3.46,32,3.58,34,3.80,49,5.47,74,8.27,102,11.40,121,13.52,136,15.20,147,16.42,157,17.54,167,18.66,177,19.78
"60964","Saint Anne",2413,115,4.77,118,4.89,121,5.01,155,6.42,209,8.66,269,11.15,311,12.89,342,14.17,366,15.17,389,16.12,410,16.99,432,17.90
"60966","Sheldon",784,67,8.55,67,8.55,69,8.80,80,10.20,98,12.50,118,15.05,132,16.84,143,18.24,151,19.26,158,20.15,165,21.05,173,22.07
"60968","Thawville",193,6,3.11,6,3.11,7,3.63,9,4.66,14,7.25,19,9.84,22,11.40,24,12.44,26,13.47,28,14.51,30,15.54,32,16.58
"60970","Watseka",3203,119,3.72,122,3.81,127,3.97,175,5.46,249,7.77,333,10.40,392,12.24,435,13.58,470,14.67,501,15.64,531,16.58,562,17.55
"60973","Wellington",193,3,1.55,3,1.55,3,1.55,6,3.11,9,4.66,13,6.74,16,8.29,18,9.33,20,10.36,21,10.88,23,11.92,24,12.44
"61001","Apple River",553,26,4.70,27,4.88,28,5.06,36,6.51,49,8.86,63,11.39,73,13.20,80,14.47,86,15.55,91,16.46,96,17.36,101,18.26
"61006","Ashton",807,45,5.58,46,5.70,47,5.82,59,7.31,78,9.67,99,12.27,114,14.13,125,15.49,134,16.60,142,17.60,149,18.46,157,19.45
"61007","Baileyville",231,14,6.06,14,6.06,15,6.49,18,7.79,22,9.52,28,12.12,32,13.85,35,15.15,37,16.02,39,16.88,41,17.75,43,18.61
"61008","Belvidere",17116,853,4.98,875,5.11,902,5.27,1187,6.94,1631,9.53,2132,12.46,2484,14.51,2741,16.01,2944,17.20,3129,18.28,3311,19.34,3492,20.40
"61010","Byron",4054,112,2.76,117,2.89,123,3.03,183,4.51,278,6.86,384,9.47,459,11.32,514,12.68,557,13.74,596,14.70,635,15.66,674,16.63
"61011","Caledonia",1644,42,2.55,44,2.68,47,2.86,72,4.38,111,6.75,156,9.49,187,11.37,210,12.77,228,13.87,245,14.90,261,15.88,277,16.85
"61012","Capron",1232,65,5.28,67,5.44,69,5.60,90,7.31,123,9.98,161,13.07,187,15.18,206,16.72,221,17.94,235,19.07,249,20.21,262,21.27
"61014","Chadwick",570,18,3.16,19,3.33,19,3.33,28,4.91,41,7.19,55,9.65,65,11.40,73,12.81,79,13.86,84,14.74,89,15.61,94,16.49
"61015","Chana",540,23,4.26,23,4.26,24,4.44,29,5.37,37,6.85,46,8.52,52,9.63,57,10.56,61,11.30,64,11.85,67,12.41,71,13.15
"61016","Cherry Valley",2578,110,4.27,113,4.38,117,4.54,157,6.09,219,8.49,289,11.21,339,13.15,375,14.55,403,15.63,429,16.64,454,17.61,480,18.62
"61018","Dakota",564,21,3.72,21,3.72,22,3.90,30,5.32,43,7.62,57,10.11,68,12.06,75,13.30,81,14.36,86,15.25,92,16.31,97,17.20
"61019","Davis",1503,47,3.13,48,3.19,50,3.33,73,4.86,108,7.19,147,9.78,175,11.64,195,12.97,211,14.04,226,15.04,240,15.97,254,16.90
"61020","Davis Junction",1438,80,5.56,82,5.70,84,5.84,106,7.37,141,9.81,180,12.52,207,14.39,228,15.86,243,16.90,258,17.94,272,18.92,286,19.89
"61021","Dixon",10479,491,4.69,505,4.82,521,4.97,696,6.64,969,9.25,1277,12.19,1493,14.25,1650,15.75,1775,16.94,1889,18.03,2001,19.10,2112,20.15
"61024","Durand",1430,79,5.52,80,5.59,82,5.73,103,7.20,136,9.51,173,12.10,199,13.92,218,15.24,233,16.29,247,17.27,261,18.25,274,19.16
"61025","East Dubuque",2620,56,2.14,59,2.25,63,2.40,107,4.08,175,6.68,252,9.62,306,11.68,345,13.17,377,14.39,405,15.46,433,16.53,461,17.60
"61028","Elizabeth",991,54,5.45,55,5.55,56,5.65,70,7.06,91,9.18,115,11.60,132,13.32,145,14.63,154,15.54,163,16.45,172,17.36,181,18.26
"61030","Forreston",1080,74,6.85,76,7.04,77,7.13,94,8.70,119,11.02,148,13.70,169,15.65,183,16.94,195,18.06,206,19.07,216,20.00,227,21.02
"61031","Franklin Grove",846,21,2.48,22,2.60,23,2.72,35,4.14,55,6.50,77,9.10,92,10.87,103,12.17,112,13.24,121,14.30,128,15.13,136,16.08
"61032","Freeport",14569,803,5.51,821,5.64,844,5.79,1085,7.45,1462,10.04,1887,12.95,2185,15.00,2403,16.49,2575,17.67,2733,18.76,2886,19.81,3040,20.87
"61036","Galena",3080,70,2.27,74,2.40,79,2.56,135,4.38,223,7.24,322,10.45,392,12.73,442,14.35,482,15.65,519,16.85,555,18.02,591,19.19
"61038","Garden Prairie",621,23,3.70,24,3.86,25,4.03,35,5.64,51,8.21,69,11.11,81,13.04,90,14.49,98,15.78,104,16.75,111,17.87,117,18.84
"61039","German Valley",418,18,4.31,19,4.55,20,4.78,26,6.22,36,8.61,47,11.24,55,13.16,61,14.59,66,15.79,70,16.75,74,17.70,78,18.66
"61041","Hanover",552,46,8.33,47,8.51,48,8.70,56,10.14,68,12.32,82,14.86,92,16.67,100,18.12,105,19.02,110,19.93,116,21.01,121,21.92
"61042","Harmon",239,9,3.77,9,3.77,9,3.77,12,5.02,17,7.11,22,9.21,26,10.88,28,11.72,30,12.55,32,13.39,34,14.23,36,15.06
"61043","Holcomb",46,2,4.35,2,4.35,2,4.35,3,6.52,4,8.70,5,10.87,6,13.04,7,15.22,7,15.22,8,17.39,8,17.39,9,19.57
"61044","Kent",78,1,1.28,1,1.28,1,1.28,2,2.56,4,5.13,6,7.69,7,8.97,8,10.26,9,11.54,9,11.54,10,12.82,11,14.10
"61046","Lanark",1307,44,3.37,46,3.52,48,3.67,68,5.20,99,7.57,134,10.25,158,12.09,176,13.47,191,14.61,204,15.61,216,16.53,229,17.52
"61047","Leaf River",800,39,4.88,40,5.00,41,5.12,53,6.62,71,8.88,92,11.50,107,13.38,118,14.75,126,15.75,134,16.75,142,17.75,149,18.62
"61048","Lena",2254,62,2.75,65,2.88,69,3.06,108,4.79,169,7.50,238,10.56,287,12.73,322,14.29,350,15.53,376,16.68,401,17.79,426,18.90
"61049","Lindenwood",267,11,4.12,11,4.12,12,4.49,16,5.99,22,8.24,30,11.24,35,13.11,39,14.61,42,15.73,44,16.48,47,17.60,50,18.73
"61050","Mc Connell",208,2,0.96,2,0.96,3,1.44,5,2.40,10,4.81,14,6.73,17,8.17,20,9.62,22,10.58,23,11.06,25,12.02,27,12.98
"61051","Milledgeville",727,35,4.81,36,4.95,37,5.09,48,6.60,65,8.94,85,11.69,98,13.48,108,14.86,116,15.96,124,17.06,131,18.02,138,18.98
"61052","Monroe Center",591,19,3.21,20,3.38,20,3.38,29,4.91,42,7.11,57,9.64,67,11.34,75,12.69,81,13.71,87,14.72,92,15.57,97,16.41
"61053","Mount Carroll",1332,59,4.43,61,4.58,62,4.65,81,6.08,110,8.26,143,10.74,166,12.46,183,13.74,197,14.79,209,15.69,221,16.59,233,17.49
"61054","Mount Morris",1877,171,9.11,173,9.22,176,9.38,206,10.97,254,13.53,307,16.36,345,18.38,372,19.82,394,20.99,414,22.06,433,23.07,453,24.13
"61059","Nora",61,5,8.20,5,8.20,5,8.20,6,9.84,7,11.48,8,13.11,9,14.75,10,16.39,11,18.03,11,18.03,12,19.67,12,19.67
"61060","Orangeville",842,29,3.44,30,3.56,32,3.80,45,5.34,66,7.84,90,10.69,107,12.71,119,14.13,128,15.20,137,16.27,146,17.34,154,18.29
"61061","Oregon",3378,128,3.79,131,3.88,136,4.03,185,5.48,261,7.73,347,10.27,407,12.05,451,13.35,486,14.39,517,15.30,548,16.22,579,17.14
"61062","Pearl City",1023,17,1.66,18,1.76,20,1.96,33,3.23,54,5.28,78,7.62,95,9.29,107,10.46,117,11.44,126,12.32,134,13.10,143,13.98
"61063","Pecatonica",2175,55,2.53,58,2.67,61,2.80,98,4.51,155,7.13,219,10.07,264,12.14,297,13.66,323,14.85,347,15.95,370,17.01,394,18.11
"61064","Polo",1783,129,7.23,131,7.35,134,7.52,162,9.09,206,11.55,255,14.30,290,16.26,315,17.67,335,18.79,354,19.85,372,20.86,389,21.82
"61065","Poplar Grove",5852,282,4.82,289,4.94,298,5.09,393,6.72,540,9.23,707,12.08,823,14.06,909,15.53,976,16.68,1038,17.74,1098,18.76,1158,19.79
"61067","Ridott",356,13,3.65,13,3.65,14,3.93,18,5.06,25,7.02,33,9.27,39,10.96,43,12.08,47,13.20,50,14.04,52,14.61,55,15.45
"61068","Rochelle",7319,453,6.19,463,6.33,475,6.49,598,8.17,791,10.81,1008,13.77,1161,15.86,1272,17.38,1360,18.58,1441,19.69,1519,20.75,1598,21.83
"61070","Rock City",527,7,1.33,7,1.33,8,1.52,16,3.04,27,5.12,41,7.78,50,9.49,57,10.82,62,11.76,67,12.71,72,13.66,77,14.61
"61071","Rock Falls",6576,448,6.81,458,6.96,469,7.13,588,8.94,773,11.75,982,14.93,1129,17.17,1236,18.80,1321,20.09,1398,21.26,1474,22.41,1550,23.57
"61072","Rockton",5705,169,2.96,176,3.09,185,3.24,279,4.89,425,7.45,589,10.32,705,12.36,789,13.83,856,15.00,917,16.07,977,17.13,1036,18.16
"61073","Roscoe",11044,250,2.26,264,2.39,281,2.54,460,4.17,739,6.69,1054,9.54,1275,11.54,1436,13.00,1564,14.16,1680,15.21,1794,16.24,1908,17.28
"61074","Savanna",1866,98,5.25,100,5.36,103,5.52,136,7.29,187,10.02,245,13.13,285,15.27,315,16.88,338,18.11,359,19.24,380,20.36,401,21.49
"61075","Scales Mound",434,24,5.53,24,5.53,25,5.76,31,7.14,40,9.22,50,11.52,57,13.13,62,14.29,66,15.21,70,16.13,74,17.05,77,17.74
"61078","Shannon",565,29,5.13,30,5.31,30,5.31,37,6.55,49,8.67,61,10.80,70,12.39,77,13.63,82,14.51,87,15.40,91,16.11,96,16.99
"61080","South Beloit",5542,228,4.11,235,4.24,244,4.40,339,6.12,487,8.79,654,11.80,771,13.91,857,15.46,925,16.69,986,17.79,1047,18.89,1107,19.97
"61081","Sterling",10481,414,3.95,429,4.09,448,4.27,644,6.14,951,9.07,1297,12.37,1540,14.69,1717,16.38,1858,17.73,1986,18.95,2111,20.14,2236,21.33
"61084","Stillman Valley",1782,124,6.96,126,7.07,128,7.18,153,8.59,192,10.77,236,13.24,266,14.93,289,16.22,306,17.17,323,18.13,338,18.97,354,19.87
"61085","Stockton",1684,157,9.32,158,9.38,161,9.56,186,11.05,226,13.42,270,16.03,302,17.93,325,19.30,343,20.37,359,21.32,375,22.27,392,23.28
"61087","Warren",825,34,4.12,35,4.24,36,4.36,49,5.94,69,8.36,92,11.15,108,13.09,119,14.42,129,15.64,137,16.61,145,17.58,153,18.55
"61088","Winnebago",3250,71,2.18,74,2.28,79,2.43,126,3.88,199,6.12,281,8.65,339,10.43,381,11.72,414,12.74,445,13.69,474,14.58,504,15.51
"61089","Winslow",439,8,1.82,9,2.05,9,2.05,14,3.19,23,5.24,32,7.29,39,8.88,44,10.02,48,10.93,51,11.62,55,12.53,58,13.21
"61101","Rockford",9309,816,8.77,829,8.91,845,9.08,1013,10.88,1276,13.71,1573,16.90,1781,19.13,1933,20.76,2054,22.06,2163,23.24,2271,24.40,2378,25.55
"61102","Rockford",8765,748,8.53,761,8.68,776,8.85,941,10.74,1198,13.67,1488,16.98,1691,19.29,1840,20.99,1957,22.33,2065,23.56,2169,24.75,2274,25.94
"61103","Rockford",11463,627,5.47,644,5.62,664,5.79,878,7.66,1213,10.58,1590,13.87,1855,16.18,2048,17.87,2201,19.20,2340,20.41,2477,21.61,2613,22.80
"61104","Rockford",8550,746,8.73,758,8.87,773,9.04,931,10.89,1178,13.78,1457,17.04,1653,19.33,1795,20.99,1908,22.32,2012,23.53,2112,24.70,2213,25.88
"61107","Rockford",15646,614,3.92,635,4.06,660,4.22,927,5.92,1344,8.59,1814,11.59,2143,13.70,2384,15.24,2575,16.46,2749,17.57,2919,18.66,3089,19.74
"61108","Rockford",13788,635,4.61,655,4.75,679,4.92,935,6.78,1334,9.68,1785,12.95,2101,15.24,2331,16.91,2514,18.23,2681,19.44,2844,20.63,3007,21.81
"61109","Rockford",13860,713,5.14,732,5.28,755,5.45,1005,7.25,1395,10.06,1834,13.23,2142,15.45,2367,17.08,2545,18.36,2708,19.54,2867,20.69,3026,21.83
"61111","Loves Park",12533,465,3.71,482,3.85,502,4.01,714,5.70,1045,8.34,1419,11.32,1681,13.41,1872,14.94,2024,16.15,2162,17.25,2297,18.33,2432,19.40
"61112","Rockford",35,2,5.71,2,5.71,2,5.71,3,8.57,4,11.43,5,14.29,5,14.29,6,17.14,6,17.14,7,20.00,7,20.00,7,20.00
"61114","Rockford",7128,328,4.60,337,4.73,349,4.90,467,6.55,652,9.15,861,12.08,1007,14.13,1114,15.63,1199,16.82,1276,17.90,1352,18.97,1427,20.02
"61115","Machesney Park",11811,493,4.17,509,4.31,529,4.48,740,6.27,1070,9.06,1443,12.22,1704,14.43,1894,16.04,2045,17.31,2183,18.48,2318,19.63,2452,20.76
"61201","Rock Island",18797,1229,6.54,1254,6.67,1285,6.84,1613,8.58,2125,11.30,2702,14.37,3107,16.53,3402,18.10,3637,19.35,3850,20.48,4059,21.59,4268,22.71
"61230","Albany",545,33,6.06,34,6.24,35,6.42,43,7.89,55,10.09,69,12.66,79,14.50,87,15.96,92,16.88,97,17.80,103,18.90,108,19.82
"61231","Aledo",2463,166,6.74,169,6.86,172,6.98,205,8.32,257,10.43,315,12.79,357,14.49,386,15.67,410,16.65,432,17.54,453,18.39,474,19.24
"61232","Andalusia",756,15,1.98,16,2.12,17,2.25,29,3.84,48,6.35,69,9.13,84,11.11,95,12.57,104,13.76,111,14.68,119,15.74,127,16.80
"61234","Annawan",604,19,3.15,20,3.31,21,3.48,31,5.13,47,7.78,65,10.76,77,12.75,86,14.24,93,15.40,100,16.56,106,17.55,113,18.71
"61235","Atkinson",696,33,4.74,34,4.89,35,5.03,46,6.61,63,9.05,82,11.78,95,13.65,105,15.09,112,16.09,119,17.10,126,18.10,133,19.11
"61238","Cambridge",1585,89,5.62,91,5.74,93,5.87,117,7.38,153,9.65,195,12.30,224,14.13,245,15.46,262,16.53,277,17.48,292,18.42,307,19.37
"61239","Carbon Cliff",364,33,9.07,34,9.34,34,9.34,41,11.26,50,13.74,61,16.76,69,18.96,74,20.33,79,21.70,83,22.80,87,23.90,91,25.00
"61240","Coal Valley",3159,67,2.12,71,2.25,76,2.41,128,4.05,210,6.65,302,9.56,367,11.62,414,13.11,452,14.31,486,15.38,519,16.43,553,17.51
"61241","Colona",3735,216,5.78,220,5.89,226,6.05,288,7.71,385,10.31,495,13.25,571,15.29,627,16.79,672,17.99,712,19.06,752,20.13,791,21.18
"61242","Cordova",553,19,3.44,20,3.62,20,3.62,29,5.24,41,7.41,56,10.13,66,11.93,73,13.20,79,14.29,84,15.19,89,16.09,94,17.00
"61243","Deer Grove",130,1,0.77,1,0.77,1,0.77,3,2.31,6,4.62,9,6.92,11,8.46,13,10.00,14,10.77,16,12.31,17,13.08,18,13.85
"61244","East Moline",11515,704,6.11,720,6.25,739,6.42,941,8.17,1258,10.92,1614,14.02,1865,16.20,2047,17.78,2192,19.04,2324,20.18,2453,21.30,2582,22.42
"61250","Erie",1325,28,2.11,30,2.26,32,2.42,54,4.08,88,6.64,126,9.51,154,11.62,173,13.06,189,14.26,203,15.32,217,16.38,231,17.43
"61251","Fenton",207,3,1.45,4,1.93,4,1.93,7,3.38,11,5.31,16,7.73,19,9.18,22,10.63,24,11.59,25,12.08,27,13.04,29,14.01
